2022-08-05|22:49:03.197|main      |backend-department-service,,|DEBUG| ontext.logging.ClasspathLoggingApplicationListener| Application started with classpath: unknown
2022-08-05|22:49:16.687|main      |backend-department-service,,|DEBUG| ork.core.LocalVariableTableParameterNameDiscoverer| Cannot find '.class' file for class [class org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration$$EnhancerBySpringCGLIB$$d5eae0f7] - unable to determine constructor/method parameter names
2022-08-05|22:49:16.689|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration' via constructor to bean named 'spring.jpa-org.springframework.boot.autoconfigure.orm.jpa.JpaProperties'
2022-08-05|22:49:16.691|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.data.web.config.HateoasAwareSpringDataWebConfiguration'
2022-08-05|22:49:16.692|main      |backend-department-service,,|DEBUG| ork.core.LocalVariableTableParameterNameDiscoverer| Cannot find '.class' file for class [class org.springframework.data.web.config.HateoasAwareSpringDataWebConfiguration$$EnhancerBySpringCGLIB$$80779339] - unable to determine constructor/method parameter names
2022-08-05|22:49:16.693|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'org.springframework.data.web.config.HateoasAwareSpringDataWebConfiguration' via constructor to bean named 'org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@2189e7a7'
2022-08-05|22:49:16.697|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'pageableCustomizer'
2022-08-05|22:49:16.697|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.data.web.SpringDataWebAutoConfiguration'
2022-08-05|22:49:16.698|main      |backend-department-service,,|DEBUG| ork.core.LocalVariableTableParameterNameDiscoverer| Cannot find '.class' file for class [class org.springframework.boot.autoconfigure.data.web.SpringDataWebAutoConfiguration$$EnhancerBySpringCGLIB$$78468a20] - unable to determine constructor/method parameter names
2022-08-05|22:49:16.700|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'spring.data.web-org.springframework.boot.autoconfigure.data.web.SpringDataWebProperties'
2022-08-05|22:49:16.702|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'org.springframework.boot.autoconfigure.data.web.SpringDataWebAutoConfiguration' via constructor to bean named 'spring.data.web-org.springframework.boot.autoconfigure.data.web.SpringDataWebProperties'
2022-08-05|22:49:16.709|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'sortCustomizer'
2022-08-05|22:49:16.714|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.hateoas.config.ConverterRegisteringWebMvcConfigurer#0'
2022-08-05|22:49:16.715|main      |backend-department-service,,|DEBUG| ork.core.LocalVariableTableParameterNameDiscoverer| Cannot find '.class' file for class [class org.springframework.hateoas.config.ConverterRegisteringWebMvcConfigurer$$EnhancerBySpringCGLIB$$3c0a6043] - unable to determine constructor/method parameter names
2022-08-05|22:49:16.739|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'requestMappingHandlerAdapter'
2022-08-05|22:49:16.779|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'mvcContentNegotiationManager'
2022-08-05|22:49:16.786|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'messageConverters'
2022-08-05|22:49:16.786|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration'
2022-08-05|22:49:16.787|main      |backend-department-service,,|DEBUG| ork.core.LocalVariableTableParameterNameDiscoverer| Cannot find '.class' file for class [class org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration$$EnhancerBySpringCGLIB$$a6e39f93] - unable to determine constructor/method parameter names
2022-08-05|22:49:16.790|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'stringHttpMessageConverter'
2022-08-05|22:49:16.790|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration$StringHttpMessageConverterConfiguration'
2022-08-05|22:49:16.791|main      |backend-department-service,,|DEBUG| ork.core.LocalVariableTableParameterNameDiscoverer| Cannot find '.class' file for class [class org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration$StringHttpMessageConverterConfiguration$$EnhancerBySpringCGLIB$$d9f16633] - unable to determine constructor/method parameter names
2022-08-05|22:49:16.794|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration$StringHttpMessageConverterConfiguration' via constructor to bean named 'spring.http-org.springframework.boot.autoconfigure.http.HttpProperties'
2022-08-05|22:49:16.809|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'mappingJackson2HttpMessageConverter'
2022-08-05|22:49:16.812|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.http.JacksonHttpMessageConvertersConfiguration$MappingJackson2HttpMessageConverterConfiguration'
2022-08-05|22:49:16.817|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'jacksonObjectMapper'
2022-08-05|22:49:16.818|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperConfiguration'
2022-08-05|22:49:16.822|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'jacksonObjectMapperBuilder'
2022-08-05|22:49:16.822|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration'
2022-08-05|22:49:16.823|main      |backend-department-service,,|DEBUG| ork.core.LocalVariableTableParameterNameDiscoverer| Cannot find '.class' file for class [class org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration$$EnhancerBySpringCGLIB$$9a9015a9] - unable to determine constructor/method parameter names
2022-08-05|22:49:16.823|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration' via constructor to bean named 'org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@2189e7a7'
2022-08-05|22:49:16.827|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'standardJacksonObjectMapperBuilderCustomizer'
2022-08-05|22:49:16.827|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$Jackson2ObjectMapperBuilderCustomizerConfiguration'
2022-08-05|22:49:16.830|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'spring.jackson-org.springframework.boot.autoconfigure.jackson.JacksonProperties'
2022-08-05|22:49:16.833|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'standardJacksonObjectMapperBuilderCustomizer' via factory method to bean named 'org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@2189e7a7'
2022-08-05|22:49:16.833|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'standardJacksonObjectMapperBuilderCustomizer' via factory method to bean named 'spring.jackson-org.springframework.boot.autoconfigure.jackson.JacksonProperties'
2022-08-05|22:49:16.838|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'jacksonObjectMapperBuilder' via factory method to bean named 'standardJacksonObjectMapperBuilderCustomizer'
2022-08-05|22:49:16.845|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'parameterNamesModule'
2022-08-05|22:49:16.846|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$ParameterNamesModuleConfiguration'
2022-08-05|22:49:16.859|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'jsonComponentModule'
2022-08-05|22:49:16.861|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration'
2022-08-05|22:49:16.879|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'jacksonGeoModule'
2022-08-05|22:49:16.880|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.data.web.config.SpringDataJacksonConfiguration'
2022-08-05|22:49:16.894|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'jacksonObjectMapper' via factory method to bean named 'jacksonObjectMapperBuilder'
2022-08-05|22:49:16.943|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'mappingJackson2HttpMessageConverter' via factory method to bean named 'jacksonObjectMapper'
2022-08-05|22:49:16.995|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean '_relProvider'
2022-08-05|22:49:16.998|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'relProviderPluginRegistry'
2022-08-05|22:49:17.011|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name '_relProvider' via factory method to bean named 'relProviderPluginRegistry'
2022-08-05|22:49:17.012|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'linkRelationMessageSource'
2022-08-05|22:49:17.038|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'mvcConversionService'
2022-08-05|22:49:17.075|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'mvcValidator'
2022-08-05|22:49:17.088|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'sortResolver'
2022-08-05|22:49:17.111|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'pageableResolver'
2022-08-05|22:49:17.126|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'pagedResourcesAssemblerArgumentResolver'
2022-08-05|22:49:17.141|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'applicationTaskExecutor'
2022-08-05|22:49:17.143|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'applicationTaskExecutor' via factory method to bean named 'taskExecutorBuilder'
2022-08-05|22:49:17.152|main      |backend-department-service,,| INFO| ework.scheduling.concurrent.ThreadPoolTaskExecutor| Initializing ExecutorService 'applicationTaskExecutor'
2022-08-05|22:49:17.180|main      |backend-department-service,,|DEBUG| mvc.method.annotation.RequestMappingHandlerAdapter| ControllerAdvice beans: 0 @ModelAttribute, 0 @InitBinder, 1 RequestBodyAdvice, 1 ResponseBodyAdvice
2022-08-05|22:49:17.236|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'requestMappingHandlerMapping'
2022-08-05|22:49:17.254|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'openEntityManagerInViewInterceptor'
2022-08-05|22:49:17.261|main      |backend-department-service,,| WARN| uration$JpaWebConfiguration$JpaWebMvcConfiguration| spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2022-08-05|22:49:17.269|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'mvcResourceUrlProvider'
2022-08-05|22:49:17.342|main      |backend-department-service,,|DEBUG| mvc.method.annotation.RequestMappingHandlerMapping| 7 mappings in 'requestMappingHandlerMapping'
2022-08-05|22:49:17.345|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'mvcPathMatcher'
2022-08-05|22:49:17.348|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'mvcUrlPathHelper'
